variant,pavement_type,seed,episode,n_steps,first_compliant_step,post_compliance_violations,guard_blocks,fea_calls,fea_to_first_compliant,final_feasible,reward_mean
full,flexible,0,0,20,1,11,9,11,1,False,0.21993013838181058
full,flexible,0,1,20,1,19,10,10,1,False,-0.03066801942957703
full,flexible,0,2,20,1,18,9,11,1,False,-0.055997014840390436
full,flexible,0,3,20,1,17,3,17,1,False,-0.019198191556349522
full,flexible,0,4,20,6,14,8,12,6,False,0.0773007078784863
full,flexible,0,5,20,1,16,7,13,1,False,0.12102111892782626
full,flexible,0,6,20,1,18,7,13,1,False,0.04786491455717323
full,flexible,0,7,20,15,1,7,13,11,False,0.09441567589894187
full,flexible,0,8,20,1,18,3,17,1,False,-0.021051517496445397
full,flexible,0,9,20,1,18,6,14,1,False,0.04190900647461711
full,flexible,0,10,20,1,1,4,16,1,True,0.6514132725141513
full,flexible,0,11,20,1,7,2,18,1,False,0.47859096220785313
full,flexible,0,12,20,1,18,5,15,1,False,-0.03268294697852049
full,flexible,0,13,20,1,2,5,15,1,False,0.56899280742547
full,flexible,0,14,20,1,6,8,12,1,True,0.3865289820595984
full,flexible,0,15,20,16,0,4,16,12,True,0.16162449991528496
full,flexible,0,16,20,1,19,8,12,1,False,-0.07942118144184952
full,flexible,0,17,20,20,0,3,17,17,True,0.03563702487595205
full,flexible,0,18,20,2,7,3,17,2,False,0.3923384020482456
full,flexible,0,19,20,1,11,6,14,1,False,0.3453278068463813
full,flexible,0,20,20,1,11,4,16,1,False,0.2326529254518214
full,flexible,0,21,20,1,13,7,13,1,False,0.19837550724841185
full,flexible,0,22,20,1,3,2,18,1,False,0.6731226464051794
full,flexible,0,23,20,1,6,4,16,1,True,0.5678174901953028
full,flexible,0,24,20,1,14,6,14,1,False,0.27353725023618425
full,flexible,0,25,20,3,4,7,13,3,True,0.4170850911960797
full,flexible,0,26,20,1,14,4,16,1,True,0.2242504565529364
full,flexible,0,27,20,1,7,0,20,1,True,0.5121803136145044
full,flexible,0,28,20,1,19,4,16,1,False,-0.017514344798396454
full,flexible,0,29,20,1,14,7,13,1,False,0.21301370969887948
full,flexible,0,30,20,1,12,7,13,1,False,0.11176808047393805
full,flexible,0,31,20,1,13,8,12,1,True,0.23972263344455014
full,flexible,0,32,20,1,16,4,16,1,False,-0.04059197574766486
full,flexible,0,33,20,1,17,9,11,1,False,0.10239644005157236
full,flexible,0,34,20,1,17,6,14,1,False,0.1260402571977404
full,flexible,0,35,20,1,1,1,19,1,True,0.7538452363162659
full,flexible,0,36,20,1,12,7,13,1,False,0.2376420521304679
full,flexible,0,37,20,1,15,6,14,1,False,0.07692437315114807
full,flexible,0,38,20,2,15,0,20,2,False,0.06675207178037337
full,flexible,0,39,20,1,2,2,18,1,True,0.6577158038445554
full,flexible,0,40,20,1,6,6,14,1,True,0.566510843127636
full,flexible,0,41,20,1,18,7,13,1,False,0.14481679854603174
full,flexible,0,42,20,1,13,0,20,1,True,0.21861142870006076
full,flexible,0,43,20,1,12,9,11,1,False,0.1992315290911295
full,flexible,0,44,20,1,18,9,11,1,False,0.08903321324075693
full,flexible,0,45,20,1,3,1,19,1,True,0.7049332484628253
full,flexible,0,46,20,1,11,3,17,1,False,0.26888498243209435
full,flexible,0,47,20,1,19,7,13,1,False,-0.06541186403787662
full,flexible,0,48,20,1,11,2,18,1,False,0.2417207255160109
full,flexible,0,49,20,3,6,2,18,3,False,0.4044844353504051
full,flexible,0,50,20,1,8,4,16,1,False,0.4670692523544927
full,flexible,0,51,4,1,0,0,4,1,True,0.8327936432816296
full,flexible,1,0,20,1,13,4,16,1,False,0.24462637961769085
full,flexible,1,1,20,1,12,2,18,1,False,0.2805249271559064
full,flexible,1,2,20,1,18,9,11,1,False,0.11739666049259094
full,flexible,1,3,20,1,16,9,11,1,False,0.10475572995945104
full,flexible,1,4,20,1,16,5,15,1,True,0.15790029489238144
full,flexible,1,5,20,1,7,6,14,1,True,0.41724530139120813
full,flexible,1,6,20,1,19,9,11,1,False,-0.11405284997655032
full,flexible,1,7,20,1,18,5,15,1,False,0.05463618263678466
full,flexible,1,8,20,1,16,6,14,1,False,0.01709142388285953
full,flexible,1,9,20,1,18,8,12,1,False,-0.08763105184828693
full,flexible,1,10,20,1,14,11,9,1,False,0.22288850355391188
full,flexible,1,11,20,1,7,6,14,1,False,0.41563005133390113
full,flexible,1,12,20,1,14,9,11,1,True,0.15746675027382376
full,flexible,1,13,20,1,17,6,14,1,False,0.03194573275704117
full,flexible,1,14,20,1,1,9,11,1,True,0.49635272275506087
full,flexible,1,15,20,11,6,3,17,9,True,0.13810973766524742
full,flexible,1,16,20,1,4,0,20,1,False,0.6435321611862974
full,flexible,1,17,20,1,5,3,17,1,True,0.4564465279153712
full,flexible,1,18,20,1,4,5,15,1,True,0.45865470754847965
full,flexible,1,19,20,1,0,7,13,1,True,0.6018713222355258
full,flexible,1,20,20,1,19,7,13,1,False,-0.020521595533822656
full,flexible,1,21,20,1,16,3,17,1,False,0.09794363805514314
full,flexible,1,22,20,1,16,6,14,1,False,-0.05857771971890101
full,flexible,1,23,20,1,17,7,13,1,False,-0.03783032899738089
full,flexible,1,24,20,1,5,4,16,1,False,0.53581913507137
full,flexible,1,25,20,1,17,10,10,1,False,0.16794018023335872
full,flexible,1,26,20,1,8,5,15,1,True,0.3782993993411602
full,flexible,1,27,20,1,9,1,19,1,False,0.47327164284573187
full,flexible,1,28,20,1,15,5,15,1,False,0.10006831327199257
full,flexible,1,29,20,1,0,7,13,1,True,0.59604126549037
full,flexible,1,30,20,1,2,8,12,1,False,0.4740853254049939
full,flexible,1,31,20,1,17,8,12,1,False,0.1409993264011639
full,flexible,1,32,20,1,4,4,16,1,True,0.5988828410490933
full,flexible,1,33,20,1,4,6,14,1,True,0.5300650226195994
full,flexible,1,34,20,1,14,5,15,1,False,0.23608855291712577
full,flexible,1,35,20,1,12,5,15,1,True,0.33343735074604663
full,flexible,1,36,20,1,14,5,15,1,False,0.2010556270478557
full,flexible,1,37,20,3,13,2,18,3,False,0.09364569415039378
full,flexible,1,38,20,,0,4,16,,False,-0.05799580380377234
full,flexible,1,39,20,1,7,1,19,1,True,0.4266754123815392
full,flexible,1,40,20,1,8,4,16,1,False,0.33644975453821135
full,flexible,1,41,20,1,13,12,8,1,False,0.05790488953153761
full,flexible,1,42,20,1,16,7,13,1,False,0.17999193047055603
full,flexible,1,43,20,1,18,12,8,1,False,0.03576039669506799
full,flexible,1,44,20,1,12,2,18,1,False,0.18536378745566287
full,flexible,1,45,20,1,6,8,12,1,False,0.32370167881756173
full,flexible,1,46,20,1,5,0,20,1,True,0.6184015165026128
full,flexible,1,47,20,1,16,10,10,1,False,0.10067490926906739
full,flexible,1,48,20,1,12,2,18,1,False,0.22581057632221327
full,flexible,1,49,20,1,18,7,13,1,False,-0.13178574174935115
full,flexible,1,50,20,1,1,10,10,1,True,0.463101729649654
full,flexible,1,51,4,1,0,0,4,1,True,0.8449712443036896
full,flexible,2,0,20,1,13,4,16,1,True,0.20453152089575113
full,flexible,2,1,20,1,14,1,19,1,False,0.17631948192301844
full,flexible,2,2,20,1,15,2,18,1,False,0.22063502734748308
full,flexible,2,3,20,1,19,12,8,1,False,-0.07621434958462699
full,flexible,2,4,20,2,3,10,10,2,False,0.3627305013961904
full,flexible,2,5,20,1,3,8,12,1,False,0.5258212704056376
full,flexible,2,6,20,1,19,10,10,1,False,-0.2170465450334606
full,flexible,2,7,20,1,15,6,14,1,False,0.11861746721382156
full,flexible,2,8,20,1,17,4,16,1,False,0.07961424801061986
full,flexible,2,9,20,1,13,7,13,1,False,0.2505073357188858
full,flexible,2,10,20,1,6,11,9,1,False,0.2862132522992176
full,flexible,2,11,20,1,16,6,14,1,False,0.1439660295440161
full,flexible,2,12,20,1,9,10,10,1,False,0.3166002022897564
full,flexible,2,13,20,1,1,6,14,1,True,0.5901370398802112
full,flexible,2,14,20,1,9,8,12,1,True,0.34532929275731905
full,flexible,2,15,20,1,16,11,9,1,False,0.07061339881740439
full,flexible,2,16,20,1,17,12,8,1,False,0.09129916145801897
full,flexible,2,17,20,1,5,6,14,1,True,0.5364063449728913
full,flexible,2,18,20,1,7,3,17,1,False,0.5152266501655408
full,flexible,2,19,20,1,16,6,14,1,False,0.03055016455425179
full,flexible,2,20,20,1,5,7,13,1,False,0.38145729603355744
full,flexible,2,21,20,1,7,10,10,1,False,0.3409411857976371
full,flexible,2,22,20,1,13,6,14,1,False,0.15921055120005445
full,flexible,2,23,20,1,17,4,16,1,False,0.04150440287330503
full,flexible,2,24,20,1,0,6,14,1,True,0.6191062178820548
full,flexible,2,25,20,1,10,2,18,1,False,0.34898933348528977
full,flexible,2,26,20,4,10,8,12,3,True,0.24499282614029427
full,flexible,2,27,20,1,19,13,7,1,False,0.02156503582911712
full,flexible,2,28,20,1,19,9,11,1,False,-0.12785771478682842
full,flexible,2,29,20,1,1,9,11,1,False,0.4726447002297932
full,flexible,2,30,20,1,0,11,9,1,True,0.3715124888364624
full,flexible,2,31,20,1,4,9,11,1,True,0.3798373365501764
full,flexible,2,32,20,1,17,9,11,1,False,-0.0123370001815039
full,flexible,2,33,20,18,2,7,13,11,False,0.04284865941753297
full,flexible,2,34,20,1,19,10,10,1,False,-0.08453779617754084
full,flexible,2,35,20,1,8,3,17,1,False,0.3458545549653744
full,flexible,2,36,20,1,15,5,15,1,False,0.13677123255305695
full,flexible,2,37,20,1,8,3,17,1,True,0.4411143307644855
full,flexible,2,38,20,7,12,10,10,5,False,0.13692948076163827
full,flexible,2,39,20,1,6,3,17,1,False,0.49534801543276313
full,flexible,2,40,20,2,16,9,11,2,False,-0.06870681768239187
full,flexible,2,41,20,1,19,8,12,1,False,0.1261182203971684
full,flexible,2,42,20,1,18,11,9,1,False,0.12192686453763327
full,flexible,2,43,20,1,13,5,15,1,False,0.24797463231343914
full,flexible,2,44,20,1,9,6,14,1,False,0.37143070993774735
full,flexible,2,45,20,1,19,13,7,1,False,0.0004203119378329651
full,flexible,2,46,20,1,12,8,12,1,False,0.25359314588675763
full,flexible,2,47,20,2,13,10,10,2,False,0.16463892006539604
full,flexible,2,48,20,1,16,7,13,1,False,0.030375926351688752
full,flexible,2,49,20,,0,9,11,,False,-0.058071857518284274
full,flexible,2,50,20,1,19,14,6,1,False,-0.23857392212468015
full,flexible,2,51,4,1,0,0,4,1,True,0.8037147541377355
full,semi_rigid,0,0,20,1,0,8,12,1,True,0.36685993751771295
full,semi_rigid,0,1,20,1,0,5,15,1,True,0.3035370371264227
full,semi_rigid,0,2,20,1,0,10,10,1,True,0.14977827181968922
full,semi_rigid,0,3,20,1,1,0,20,1,True,0.47764642949415925
full,semi_rigid,0,4,20,1,0,6,14,1,True,0.371937270421113
full,semi_rigid,0,5,20,1,0,0,20,1,True,0.585442591362349
full,semi_rigid,0,6,20,1,0,6,14,1,True,0.3396090991353715
full,semi_rigid,0,7,20,1,0,8,12,1,True,0.2799400820049809
full,semi_rigid,0,8,20,1,0,0,20,1,True,0.5515053839212135
full,semi_rigid,0,9,20,1,0,10,10,1,True,0.2110239369932355
full,semi_rigid,0,10,20,1,0,5,15,1,True,0.4154449602605032
full,semi_rigid,0,11,20,1,0,0,20,1,True,0.5758759236932403
full,semi_rigid,0,12,20,1,0,4,16,1,True,0.4535022795562621
full,semi_rigid,0,13,20,1,0,4,16,1,True,0.3758539300290324
full,semi_rigid,0,14,20,1,0,4,16,1,True,0.49001157842887466
full,semi_rigid,0,15,20,1,0,3,17,1,True,0.5172183191214603
full,semi_rigid,0,16,20,1,0,5,15,1,True,0.3829435374125977
full,semi_rigid,0,17,20,1,0,7,13,1,True,0.2938643398820452
full,semi_rigid,0,18,20,1,4,2,18,1,True,0.350673513899897
full,semi_rigid,0,19,20,1,0,1,19,1,True,0.5728675776943983
full,semi_rigid,0,20,20,1,4,2,18,1,True,0.40144698123189687
full,semi_rigid,0,21,20,1,0,1,19,1,True,0.6402633543273414
full,semi_rigid,0,22,20,1,0,4,16,1,True,0.41888531504958176
full,semi_rigid,0,23,20,1,0,3,17,1,True,0.4654835213861154
full,semi_rigid,0,24,20,1,0,3,17,1,True,0.4644070136756312
full,semi_rigid,0,25,20,1,0,4,16,1,True,0.47544329693669535
full,semi_rigid,0,26,20,1,0,4,16,1,True,0.37773714277412473
full,semi_rigid,0,27,20,1,0,2,18,1,True,0.4783152613788052
full,semi_rigid,0,28,20,1,0,0,20,1,True,0.6264438222074172
full,semi_rigid,0,29,20,1,0,2,18,1,True,0.4861661014284298
full,semi_rigid,0,30,20,1,4,5,15,1,False,0.23252485441156318
full,semi_rigid,0,31,20,1,0,5,15,1,True,0.4384013324132052
full,semi_rigid,0,32,20,1,11,6,14,1,False,0.06705919848569404
full,semi_rigid,0,33,20,1,0,7,13,1,True,0.3023117085983156
full,semi_rigid,0,34,20,1,0,1,19,1,True,0.6345764870177388
full,semi_rigid,0,35,20,1,0,0,20,1,True,0.6268461518598659
full,semi_rigid,0,36,20,1,5,4,16,1,False,0.2934882468354055
full,semi_rigid,0,37,20,1,1,3,17,1,False,0.4191559086923876
full,semi_rigid,0,38,20,1,0,1,19,1,True,0.5668428119830914
full,semi_rigid,0,39,20,1,0,3,17,1,True,0.47177076218022834
full,semi_rigid,0,40,20,1,0,2,18,1,True,0.5867780606010602
full,semi_rigid,0,41,20,1,0,3,17,1,True,0.491269648511674
full,semi_rigid,0,42,20,1,0,1,19,1,True,0.5294940046654186
full,semi_rigid,0,43,20,1,0,1,19,1,True,0.521551550422933
full,semi_rigid,0,44,20,1,0,1,19,1,True,0.6330529440376541
full,semi_rigid,0,45,20,1,0,0,20,1,True,0.6419178956681895
full,semi_rigid,0,46,20,1,0,4,16,1,True,0.4429146329915932
full,semi_rigid,0,47,20,1,0,5,15,1,True,0.43666868225494204
full,semi_rigid,0,48,20,1,2,3,17,1,False,0.37960815139609616
full,semi_rigid,0,49,20,1,0,3,17,1,True,0.5242894630013525
full,semi_rigid,0,50,20,1,0,1,19,1,True,0.5832854801702506
full,semi_rigid,0,51,4,1,0,0,4,1,True,0.6811523713135517
full,semi_rigid,1,0,20,1,0,5,15,1,True,0.3986606995338519
full,semi_rigid,1,1,20,1,4,4,16,1,False,0.38207512672243515
full,semi_rigid,1,2,20,1,0,5,15,1,True,0.44643104298843406
full,semi_rigid,1,3,20,1,0,2,18,1,True,0.548225193115033
full,semi_rigid,1,4,20,1,0,4,16,1,True,0.4772747134503558
full,semi_rigid,1,5,20,1,0,7,13,1,True,0.39362628360023205
full,semi_rigid,1,6,20,1,9,5,15,1,True,0.17181922695337795
full,semi_rigid,1,7,20,1,0,3,17,1,True,0.5849133985905686
full,semi_rigid,1,8,20,1,0,5,15,1,True,0.46403424887632444
full,semi_rigid,1,9,20,1,0,1,19,1,True,0.5517554003352494
full,semi_rigid,1,10,20,1,0,8,12,1,True,0.2773545883073686
full,semi_rigid,1,11,20,1,0,0,20,1,True,0.5896419402151394
full,semi_rigid,1,12,20,1,0,0,20,1,True,0.6607454790380727
full,semi_rigid,1,13,20,1,0,3,17,1,True,0.5635144450693639
full,semi_rigid,1,14,20,1,0,5,15,1,True,0.4837697793663193
full,semi_rigid,1,15,20,1,0,1,19,1,True,0.6606294268199956
full,semi_rigid,1,16,20,1,0,1,19,1,True,0.5456419341847077
full,semi_rigid,1,17,20,1,0,4,16,1,True,0.4673112562968301
full,semi_rigid,1,18,20,1,0,3,17,1,True,0.5756337118377287
full,semi_rigid,1,19,20,1,0,0,20,1,True,0.6355171240522266
full,semi_rigid,1,20,20,1,0,3,17,1,True,0.5137921182213537
full,semi_rigid,1,21,20,1,0,1,19,1,True,0.617291911449612
full,semi_rigid,1,22,20,1,0,5,15,1,True,0.3256606232640589
full,semi_rigid,1,23,20,1,6,3,17,1,False,0.28371248349785516
full,semi_rigid,1,24,20,1,0,1,19,1,True,0.6396329671599166
full,semi_rigid,1,25,20,1,0,11,9,1,True,0.298534138204683
full,semi_rigid,1,26,20,1,0,6,14,1,True,0.4339320909744506
full,semi_rigid,1,27,20,1,0,2,18,1,True,0.6137906135005433
full,semi_rigid,1,28,20,1,0,0,20,1,True,0.659093388442241
full,semi_rigid,1,29,20,1,0,4,16,1,True,0.48633004471628505
full,semi_rigid,1,30,20,1,0,3,17,1,True,0.5285471971186515
full,semi_rigid,1,31,20,1,0,3,17,1,True,0.5486994904643143
full,semi_rigid,1,32,20,1,0,2,18,1,True,0.5884440711207307
full,semi_rigid,1,33,20,1,0,0,20,1,True,0.6753677911286631
full,semi_rigid,1,34,20,1,0,4,16,1,True,0.5097706839674819
full,semi_rigid,1,35,20,1,0,7,13,1,True,0.46385982616094223
full,semi_rigid,1,36,20,1,0,3,17,1,True,0.509504216949208
full,semi_rigid,1,37,20,1,0,0,20,1,True,0.5896257991346056
full,semi_rigid,1,38,20,1,0,6,14,1,True,0.47368845963613315
full,semi_rigid,1,39,20,1,0,5,15,1,True,0.39902706514731545
full,semi_rigid,1,40,20,1,7,2,18,1,False,0.26305304792730066
full,semi_rigid,1,41,20,1,0,0,20,1,True,0.5588326832941499
full,semi_rigid,1,42,20,1,0,2,18,1,True,0.5254920206769644
full,semi_rigid,1,43,20,1,0,6,14,1,True,0.4870989573269213
full,semi_rigid,1,44,20,1,0,0,20,1,True,0.5978715697673425
full,semi_rigid,1,45,20,1,6,5,15,1,False,0.2605257556667716
full,semi_rigid,1,46,20,1,0,4,16,1,True,0.5100228467375323
full,semi_rigid,1,47,20,1,0,1,19,1,True,0.5229899728436695
full,semi_rigid,1,48,20,1,0,1,19,1,True,0.53717017568355
full,semi_rigid,1,49,20,1,0,5,15,1,True,0.3255614495762887
full,semi_rigid,1,50,20,1,0,9,11,1,True,0.310401045711007
full,semi_rigid,1,51,4,1,0,0,4,1,True,0.6804048731940133
full,semi_rigid,2,0,20,1,0,5,15,1,True,0.37285309693871005
full,semi_rigid,2,1,20,1,3,0,20,1,False,0.4506399972293823
full,semi_rigid,2,2,20,1,0,12,8,1,True,0.3046781284146193
full,semi_rigid,2,3,20,1,0,9,11,1,True,0.23013007658925771
full,semi_rigid,2,4,20,1,0,4,16,1,True,0.4668907848238241
full,semi_rigid,2,5,20,1,0,4,16,1,True,0.447393377394324
full,semi_rigid,2,6,20,1,12,12,8,1,False,-0.019611725145883184
full,semi_rigid,2,7,20,1,5,4,16,1,False,0.32842484757765356
full,semi_rigid,2,8,20,1,0,1,19,1,True,0.5654242529633962
full,semi_rigid,2,9,20,1,0,8,12,1,True,0.2667307021731618
full,semi_rigid,2,10,20,1,0,2,18,1,True,0.5244434955659406
full,semi_rigid,2,11,20,1,0,3,17,1,True,0.47848561804131295
full,semi_rigid,2,12,20,1,0,5,15,1,True,0.37826284424572715
full,semi_rigid,2,13,20,1,0,2,18,1,True,0.5259426715652664
full,semi_rigid,2,14,20,1,0,5,15,1,True,0.4186413606409161
full,semi_rigid,2,15,20,1,0,8,12,1,True,0.23128363251336262
full,semi_rigid,2,16,20,1,0,6,14,1,True,0.4054223137150159
full,semi_rigid,2,17,20,1,0,0,20,1,True,0.6496474421026532
full,semi_rigid,2,18,20,1,0,2,18,1,True,0.5183669260785749
full,semi_rigid,2,19,20,1,0,1,19,1,True,0.5265411609516097
full,semi_rigid,2,20,20,1,5,2,18,1,False,0.362968975364794
full,semi_rigid,2,21,20,1,0,0,20,1,True,0.6735232967693865
full,semi_rigid,2,22,20,1,0,0,20,1,True,0.5824018433165272
full,semi_rigid,2,23,20,1,0,3,17,1,True,0.46428010053054847
full,semi_rigid,2,24,20,1,0,3,17,1,True,0.5284182756592108
full,semi_rigid,2,25,20,1,0,0,20,1,True,0.6031248831252352
full,semi_rigid,2,26,20,1,0,2,18,1,True,0.6086550384774616
full,semi_rigid,2,27,20,1,0,4,16,1,True,0.48367591059672793
full,semi_rigid,2,28,20,1,0,1,19,1,True,0.5838011598348919
full,semi_rigid,2,29,20,1,0,4,16,1,True,0.4664890098824482
full,semi_rigid,2,30,20,1,0,1,19,1,True,0.6345651604188955
full,semi_rigid,2,31,20,1,0,4,16,1,True,0.5683119198730646
full,semi_rigid,2,32,20,1,0,2,18,1,True,0.5184659277892064
full,semi_rigid,2,33,20,1,0,2,18,1,True,0.6510497969853517
full,semi_rigid,2,34,20,1,3,0,20,1,False,0.45836527878773403
full,semi_rigid,2,35,20,1,1,2,18,1,False,0.4553368723818384
full,semi_rigid,2,36,20,1,0,1,19,1,True,0.5676199264667624
full,semi_rigid,2,37,20,1,0,4,16,1,True,0.42885599477683983
full,semi_rigid,2,38,20,1,0,10,10,1,True,0.3665431641452353
full,semi_rigid,2,39,20,1,0,1,19,1,True,0.5166327813639955
full,semi_rigid,2,40,20,1,0,0,20,1,True,0.5353791805251307
full,semi_rigid,2,41,20,1,0,1,19,1,True,0.6421500321379298
full,semi_rigid,2,42,20,1,0,2,18,1,True,0.5698801349515459
full,semi_rigid,2,43,20,1,0,0,20,1,True,0.6604025091243384
full,semi_rigid,2,44,20,1,0,0,20,1,True,0.6491679233180652
full,semi_rigid,2,45,20,1,0,3,17,1,True,0.46947014086164957
full,semi_rigid,2,46,20,1,0,2,18,1,True,0.5525035531124927
full,semi_rigid,2,47,20,1,0,3,17,1,True,0.5216530120458089
full,semi_rigid,2,48,20,1,0,0,20,1,True,0.5750167583245925
full,semi_rigid,2,49,20,1,0,0,20,1,True,0.6280354796768958
full,semi_rigid,2,50,20,1,0,8,12,1,True,0.2487856217476081
full,semi_rigid,2,51,4,1,0,0,4,1,True,0.6642078561692077
no_gen,flexible,0,0,20,1,9,10,10,1,False,0.3024125521598879
no_gen,flexible,0,1,20,1,5,9,11,1,True,0.3073139934363021
no_gen,flexible,0,2,20,1,18,11,9,1,False,-0.07905795747819772
no_gen,flexible,0,3,20,1,15,5,15,1,False,0.08732812507185406
no_gen,flexible,0,4,20,3,17,15,5,2,False,0.01520267685551708
no_gen,flexible,0,5,20,13,3,10,10,7,False,0.10378951845919453
no_gen,flexible,0,6,20,1,16,5,15,1,False,0.09581924711721992
no_gen,flexible,0,7,20,1,11,8,12,1,True,0.18515923034621426
no_gen,flexible,0,8,20,1,17,6,14,1,False,-0.10260595215061896
no_gen,flexible,0,9,20,1,11,8,12,1,False,0.19160504449544433
no_gen,flexible,0,10,20,1,1,4,16,1,True,0.6300217401923829
no_gen,flexible,0,11,20,1,6,5,15,1,True,0.48133235626564985
no_gen,flexible,0,12,20,1,3,5,15,1,True,0.5399846818550934
no_gen,flexible,0,13,20,1,2,6,14,1,True,0.511971137551497
no_gen,flexible,0,14,20,1,5,8,12,1,True,0.41800130022864523
no_gen,flexible,0,15,20,8,0,9,11,6,True,0.316663670508097
no_gen,flexible,0,16,20,1,10,7,13,1,True,0.28336783398308696
no_gen,flexible,0,17,20,16,4,8,12,10,False,0.061081486544477606
no_gen,flexible,0,18,20,1,1,6,14,1,True,0.5626268124669366
no_gen,flexible,0,19,20,1,1,3,17,1,True,0.6853095567330356
no_gen,flexible,0,20,20,1,9,4,16,1,False,0.3669909549418008
no_gen,flexible,0,21,20,14,6,8,12,8,False,-0.00010091515460057265
no_gen,flexible,0,22,20,1,5,4,16,1,False,0.5401311699398181
no_gen,flexible,0,23,20,3,10,5,15,3,False,0.2242617898171976
no_gen,flexible,0,24,20,1,10,7,13,1,True,0.337349923338535
no_gen,flexible,0,25,20,6,9,8,12,4,True,0.22062826580041425
no_gen,flexible,0,26,20,1,16,8,12,1,False,0.10283308971586916
no_gen,flexible,0,27,20,1,12,1,19,1,False,0.24597861775921812
no_gen,flexible,0,28,20,1,7,2,18,1,False,0.501548737805434
no_gen,flexible,0,29,20,1,9,4,16,1,True,0.402489548193212
no_gen,flexible,0,30,20,1,13,5,15,1,False,0.0734761347786633
no_gen,flexible,0,31,20,1,1,5,15,1,True,0.6268103967742438
no_gen,flexible,0,32,20,1,10,7,13,1,True,0.11179800672700227
no_gen,flexible,0,33,20,4,9,4,16,4,True,0.22847408367565328
no_gen,flexible,0,34,20,1,13,4,16,1,True,0.201256655124552
no_gen,flexible,0,35,20,1,11,1,19,1,False,0.32897109134350155
no_gen,flexible,0,36,20,1,13,7,13,1,False,0.10817646465509397
no_gen,flexible,0,37,20,1,13,8,12,1,False,0.10434671501801104
no_gen,flexible,0,38,20,2,14,2,18,2,False,0.13809866848303037
no_gen,flexible,0,39,20,1,4,3,17,1,True,0.5936612129045462
no_gen,flexible,0,40,20,1,8,5,15,1,False,0.4603707999636969
no_gen,flexible,0,41,20,1,8,9,11,1,True,0.3419226750900872
no_gen,flexible,0,42,20,1,12,3,17,1,False,0.2559433697235187
no_gen,flexible,0,43,20,1,2,9,11,1,True,0.4272567048428206
no_gen,flexible,0,44,20,1,12,5,15,1,False,0.29072521084301683
no_gen,flexible,0,45,20,1,7,3,17,1,False,0.44483362087654965
no_gen,flexible,0,46,20,1,8,5,15,1,False,0.3040211939379372
no_gen,flexible,0,47,20,1,16,9,11,1,False,0.14150876787112207
no_gen,flexible,0,48,20,1,16,5,15,1,False,-0.002683756890588934
no_gen,flexible,0,49,20,5,3,5,15,5,True,0.30023148387277365
no_gen,flexible,0,50,20,1,6,4,16,1,False,0.426841916482161
no_gen,flexible,0,51,4,1,0,0,4,1,True,0.8270611167230426
no_gen,flexible,1,0,20,1,9,5,15,1,False,0.400801902513534
no_gen,flexible,1,1,20,1,14,4,16,1,False,0.1826787546129907
no_gen,flexible,1,2,20,1,5,8,12,1,False,0.3675558676580517
no_gen,flexible,1,3,20,1,9,7,13,1,False,0.2921938808610506
no_gen,flexible,1,4,20,4,5,3,17,3,True,0.5095495895030154
no_gen,flexible,1,5,20,1,14,8,12,1,False,0.1725242479889562
no_gen,flexible,1,6,20,1,15,6,14,1,False,-0.012286550814477373
no_gen,flexible,1,7,20,1,14,8,12,1,False,0.24340496481411966
no_gen,flexible,1,8,20,3,11,2,18,3,False,0.23298237323457896
no_gen,flexible,1,9,20,1,1,7,13,1,True,0.5273322909561156
no_gen,flexible,1,10,20,1,16,14,6,1,False,0.20252020695392123
no_gen,flexible,1,11,20,1,0,9,11,1,True,0.4542150250960483
no_gen,flexible,1,12,20,1,6,7,13,1,True,0.43442678190251566
no_gen,flexible,1,13,20,1,8,2,18,1,False,0.5050533122638597
no_gen,flexible,1,14,20,1,0,13,7,1,True,0.37967786879136095
no_gen,flexible,1,15,20,8,1,2,18,7,True,0.4471149359537687
no_gen,flexible,1,16,20,1,3,4,16,1,True,0.5290829574702209
no_gen,flexible,1,17,20,1,2,10,10,1,True,0.361131077049164
no_gen,flexible,1,18,20,1,3,8,12,1,True,0.43977636354036953
no_gen,flexible,1,19,20,1,1,9,11,1,True,0.49490950411296464
no_gen,flexible,1,20,20,1,5,4,16,1,True,0.5302710751162903
no_gen,flexible,1,21,20,1,8,4,16,1,False,0.3654613422555579
no_gen,flexible,1,22,20,1,16,5,15,1,False,-0.04825836266440312
no_gen,flexible,1,23,20,1,9,5,15,1,False,0.3881681969617082
no_gen,flexible,1,24,20,1,0,4,16,1,True,0.6894373749836082
no_gen,flexible,1,25,20,1,15,14,6,1,False,0.25721645164804113
no_gen,flexible,1,26,20,1,1,4,16,1,True,0.6451670425256296
no_gen,flexible,1,27,20,1,8,1,19,1,False,0.47613775098504413
no_gen,flexible,1,28,20,1,5,7,13,1,True,0.36842576707896363
no_gen,flexible,1,29,20,1,5,3,17,1,True,0.5844677534853359
no_gen,flexible,1,30,20,1,5,6,14,1,False,0.45950261461644104
no_gen,flexible,1,31,20,1,6,9,11,1,True,0.35845914142054974
no_gen,flexible,1,32,20,1,2,6,14,1,True,0.579484302113163
no_gen,flexible,1,33,20,1,0,2,18,1,True,0.7630072283750264
no_gen,flexible,1,34,20,1,10,4,16,1,True,0.34647797684677795
