variant,pavement_type,seed,episode,n_steps,first_compliant_step,post_compliance_violations,guard_blocks,fea_calls,fea_to_first_compliant,final_feasible,reward_mean
no_guard,semi_rigid,1,9,20,2,0,0,20,2,True,0.5100977174220731
no_guard,semi_rigid,1,10,20,2,0,0,20,2,True,0.4971133974332876
no_guard,semi_rigid,1,11,20,2,0,0,20,2,True,0.5292595582339488
no_guard,semi_rigid,1,12,20,2,0,0,20,2,True,0.5317657510235051
no_guard,semi_rigid,1,13,20,2,0,0,20,2,True,0.5206135933474232
no_guard,semi_rigid,1,14,20,2,0,0,20,2,True,0.5982252733821356
no_guard,semi_rigid,1,15,20,2,0,0,20,2,True,0.5986356532578494
no_guard,semi_rigid,1,16,20,2,0,0,20,2,True,0.5096978376090955
no_guard,semi_rigid,1,17,20,2,0,0,20,2,True,0.46782888101727976
no_guard,semi_rigid,1,18,20,2,0,0,20,2,True,0.5906921982875292
no_guard,semi_rigid,1,19,20,2,0,0,20,2,True,0.547626451449315
no_guard,semi_rigid,1,20,20,2,0,0,20,2,True,0.5209638311375855
no_guard,semi_rigid,1,21,20,2,0,0,20,2,True,0.5314002784373772
no_guard,semi_rigid,1,22,20,2,0,0,20,2,True,0.43854564849233924
no_guard,semi_rigid,1,23,20,2,0,0,20,2,True,0.4556524150019013
no_guard,semi_rigid,1,24,20,2,0,0,20,2,True,0.5479266351708603
no_guard,semi_rigid,1,25,20,2,0,0,20,2,True,0.47426800789569856
no_guard,semi_rigid,1,26,20,2,0,0,20,2,True,0.4607236207254747
no_guard,semi_rigid,1,27,20,2,0,0,20,2,True,0.5331509814509907
no_guard,semi_rigid,1,28,20,2,0,0,20,2,True,0.512427926542184
no_guard,semi_rigid,1,29,20,2,0,0,20,2,True,0.5443493715988059
no_guard,semi_rigid,1,30,20,2,0,0,20,2,True,0.518465387467008
no_guard,semi_rigid,1,31,20,2,0,0,20,2,True,0.46897770948714584
no_guard,semi_rigid,1,32,20,2,0,0,20,2,True,0.51126914419842
no_guard,semi_rigid,1,33,20,2,0,0,20,2,True,0.5565872194839162
no_guard,semi_rigid,1,34,20,2,0,0,20,2,True,0.5265479416483106
no_guard,semi_rigid,1,35,20,2,0,0,20,2,True,0.6348155898553441
no_guard,semi_rigid,1,36,20,2,0,0,20,2,True,0.511937221278107
no_guard,semi_rigid,1,37,20,2,0,0,20,2,True,0.4515921834905524
no_guard,semi_rigid,1,38,20,2,0,0,20,2,True,0.5599647936687888
no_guard,semi_rigid,1,39,20,2,0,0,20,2,True,0.462390237363839
no_guard,semi_rigid,1,40,20,2,0,0,20,2,True,0.5149031275190236
no_guard,semi_rigid,1,41,20,2,0,0,20,2,True,0.45915736792611267
no_guard,semi_rigid,1,42,20,2,0,0,20,2,True,0.5004913707587207
no_guard,semi_rigid,1,43,20,2,0,0,20,2,True,0.6367619569885191
no_guard,semi_rigid,1,44,20,2,0,0,20,2,True,0.482555017987128
no_guard,semi_rigid,1,45,20,2,0,0,20,2,True,0.4579361163822888
no_guard,semi_rigid,1,46,20,2,0,0,20,2,True,0.5916944494348624
no_guard,semi_rigid,1,47,20,2,0,0,20,2,True,0.4928873729167197
no_guard,semi_rigid,1,48,20,2,0,0,20,2,True,0.49933418928768625
no_guard,semi_rigid,1,49,20,2,0,0,20,2,True,0.4274410350135045
no_guard,semi_rigid,1,50,20,2,0,0,20,2,True,0.5732590285492838
no_guard,semi_rigid,1,51,4,2,0,0,4,2,True,0.3676930963016642
no_guard,semi_rigid,2,0,20,1,0,0,20,1,True,0.5507114151357336
no_guard,semi_rigid,2,1,20,2,0,0,20,2,True,0.5073481498006285
no_guard,semi_rigid,2,2,20,2,0,0,20,2,True,0.5107431965735187
no_guard,semi_rigid,2,3,20,2,0,0,20,2,True,0.48290367257410916
no_guard,semi_rigid,2,4,20,2,0,0,20,2,True,0.5104766885743574
no_guard,semi_rigid,2,5,20,2,0,0,20,2,True,0.47881129112524884
no_guard,semi_rigid,2,6,20,2,0,0,20,2,True,0.4319049869791313
no_guard,semi_rigid,2,7,20,2,0,0,20,2,True,0.5108831050208814
no_guard,semi_rigid,2,8,20,2,0,0,20,2,True,0.5199100945579159
no_guard,semi_rigid,2,9,20,2,0,0,20,2,True,0.47906058536234963
no_guard,semi_rigid,2,10,20,2,0,0,20,2,True,0.525234340201445
no_guard,semi_rigid,2,11,20,2,0,0,20,2,True,0.5128283086858116
no_guard,semi_rigid,2,12,20,2,0,0,20,2,True,0.47478284957619776
no_guard,semi_rigid,2,13,20,2,0,0,20,2,True,0.4673741932758536
no_guard,semi_rigid,2,14,20,2,0,0,20,2,True,0.5097193020626596
no_guard,semi_rigid,2,15,20,2,0,0,20,2,True,0.459507060831296
no_guard,semi_rigid,2,16,20,2,0,0,20,2,True,0.5119951532204419
no_guard,semi_rigid,2,17,20,2,0,0,20,2,True,0.4782545406071164
no_guard,semi_rigid,2,18,20,2,0,0,20,2,True,0.4599734744894522
no_guard,semi_rigid,2,19,20,2,0,0,20,2,True,0.5001911332679748
no_guard,semi_rigid,2,20,20,2,0,0,20,2,True,0.49319159352916947
no_guard,semi_rigid,2,21,20,2,0,0,20,2,True,0.5063924317397892
no_guard,semi_rigid,2,22,20,2,0,0,20,2,True,0.510382539988778
no_guard,semi_rigid,2,23,20,2,0,0,20,2,True,0.5042413045955826
no_guard,semi_rigid,2,24,20,2,0,0,20,2,True,0.46398279378301943
no_guard,semi_rigid,2,25,20,2,0,0,20,2,True,0.5139409094133606
no_guard,semi_rigid,2,26,20,2,0,0,20,2,True,0.5886615501142544
no_guard,semi_rigid,2,27,20,2,0,0,20,2,True,0.45885584530677975
no_guard,semi_rigid,2,28,20,2,0,0,20,2,True,0.47146714670333506
no_guard,semi_rigid,2,29,20,2,0,0,20,2,True,0.45309642774517134
no_guard,semi_rigid,2,30,20,2,0,0,20,2,True,0.5244959715540338
no_guard,semi_rigid,2,31,20,2,0,0,20,2,True,0.524671735660754
no_guard,semi_rigid,2,32,20,2,0,0,20,2,True,0.48456843112437087
no_guard,semi_rigid,2,33,20,2,0,0,20,2,True,0.5368627447031522
no_guard,semi_rigid,2,34,20,2,0,0,20,2,True,0.4568378171691787
no_guard,semi_rigid,2,35,20,2,0,0,20,2,True,0.48409922606641365
no_guard,semi_rigid,2,36,20,2,0,0,20,2,True,0.4997201277986232
no_guard,semi_rigid,2,37,20,2,0,0,20,2,True,0.5262626586894966
no_guard,semi_rigid,2,38,20,2,0,0,20,2,True,0.5283795577583584
no_guard,semi_rigid,2,39,20,2,0,0,20,2,True,0.4722917372910162
no_guard,semi_rigid,2,40,20,2,0,0,20,2,True,0.48450991913866365
no_guard,semi_rigid,2,41,20,2,0,0,20,2,True,0.6474308677728957
no_guard,semi_rigid,2,42,20,2,0,0,20,2,True,0.6110382597685644
no_guard,semi_rigid,2,43,20,2,0,0,20,2,True,0.6259121572429481
no_guard,semi_rigid,2,44,20,2,0,0,20,2,True,0.632798872902574
no_guard,semi_rigid,2,45,20,2,0,0,20,2,True,0.5451192443161484
no_guard,semi_rigid,2,46,20,2,0,0,20,2,True,0.6004047402962881
no_guard,semi_rigid,2,47,20,2,0,0,20,2,True,0.5723879167824149
no_guard,semi_rigid,2,48,20,2,0,0,20,2,True,0.5813020896535852
no_guard,semi_rigid,2,49,20,2,0,0,20,2,True,0.5658611495517192
no_guard,semi_rigid,2,50,20,2,0,0,20,2,True,0.4901677308900584
no_guard,semi_rigid,2,51,4,2,0,0,4,2,True,0.42571348491793715
